Asset #,Project Number,Project Name,Location,Property Type,Beds/Rooms/Units,Acres,Square Feet,Stories,Year Built / Renovated,Asset Mgr,Start,Draft,Final,Immediate,Short Term,Capital Reserve,PCA,PCA Cost,ESA,ESA Cost,PML,PML Cost,# of Docs,Client,Portfolio,Vendor,Link,"","","","","",""
21-350533.35,21-350533.35,Coronado Veterinary Hospital,"4181 East Glenn Road, Sierra Vista, AZ 85650",Retail,"",0,0,"","",,"January 19, 2022","February 15, 2022",,,,,,,x,,,,1,Realty Income Corporation,NVA SLB Portfolio ,,https://www.SiteLynx.net/projects/402890,,,,,,
21-350533.36,21-350533.36,Cottage Grove Animal Hospital,"8136 East Point Douglas Road, Cottage Grove, MN 55016",Retail,"",0,0,"","",,"January 19, 2022","February 15, 2022",,,,,,,x,,,,1,Realty Income Corporation,NVA SLB Portfolio ,,https://www.SiteLynx.net/projects/402891,,,,,,
22-357301.1,22-357301.1,Gerber - 7 Pack - Site Checks,"839 & 869 Foote Avenue, JAMESTOWN, NY 14701",Retail,"",0,0,"","",,"February 08, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/409493,,,,,,
22-357301.2,22-357301.2,Gerber - 7 Pack - Site Checks,"1001 Lee Street, DES PLAINES, IL 60016",Retail,"",0,0,"","",,"February 08, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/409494,,,,,,
22-357301.3,22-357301.3,Gerber - 7 Pack - Site Checks,"3787 Old Port Royal Rd, SPRING HILL, TN 37174",Retail,"",0,0,"","",,"February 08, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/409495,,,,,,
22-357301.4,22-357301.4,Gerber - 7 Pack - Site Checks,"1500 Thompson's Station Rd W, THOMPSONS STATION, TN 37179",Retail,"",0,0,"","",,"February 08, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/409496,,,,,,
22-357301.5,22-357301.5,Gerber - 7 Pack - Site Checks,"8101 S Loop 335W, AMARILLO, TX 79119",Retail,"",0,0,"","",,"February 08, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/409497,,,,,,
22-357301.6,22-357301.6,Gerber - 7 Pack - Site Checks,"1231 West Clairmont Ave, EAU CLAIRE, WI 54701",Retail,"",0,0,"","",,"February 08, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/409498,,,,,,
22-357301.7,22-357301.7,Gerber - 7 Pack - Site Checks,"3021 MacArthur Way, PLOVER, WI 54467",Retail,"",0,0,"","",,"February 08, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/409499,,,,,,
21-344370.12,21-344370.12,Advance Auto Parts-Troy,"722 West Main Street, TROY, OH 45373",Retail,"",0,0,"","",,"January 07, 2022",,"January 21, 2022",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/399897,,,,,,
21-326287.17,21-326287.17,Family Dollar-Dollar Tree - Giddings,"2375 East Austin Street, GIDDINGS, TX 78942",Retail,"","","10,500",One,2021,,"January 21, 2022","February 10, 2022",,$0.00,$0.00,"$15,000.00",x,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/403691,,,,,,
21-333074.4,21-333074.4,Stop & Shop Plaza - Weymouth,"700 Middle Street, Weymouth, MA 02188","Retail, office, industrial",Not applicable,"","64,633",1,1986,,"January 13, 2022","February 15, 2022","March 16, 2022","$8,750.00",$0.00,"$726,380.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401412,,,,,,
21-333074.5,21-333074.5,Colonial Fed Bank-Dunkin Donuts - Weymouth,"708 Middle Street & 787 Washington Street, Weymouth, MA 02188","Retail, office, industrial","","","1,985",1,1996,,"January 13, 2022","February 15, 2022","March 16, 2022","$2,700.00",$0.00,"$65,550.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401413,,,,,,
21-333074.6,21-333074.6,Dunkin Donuts - Weymouth,"807 Washington Street, Weymouth, MA 02188",Retail,"",3,"","","",,"January 13, 2022",,,,,,x,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401414,,,,,,
21-333074.1,21-333074.1,Stop & Shop Plaza - Weymouth,"700 Middle Street, Weymouth, MA 02188",Retail,"",3,"","","",,"January 13, 2022","February 15, 2022","March 16, 2022",,,,,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401409,,,,,,
21-333074.2,21-333074.2,Colonial Fed Bank/Dunkin Donuts - Weymouth,"708 Middle Street & 787 Washington Street, Weymouth, MA 02188",Retail,"",3,"","","",,"January 13, 2022","February 15, 2022","March 16, 2022",,,,,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401410,,,,,,
21-333074.3,21-333074.3,Dunkin Donuts - Weymouth,"807 Washington Street, Weymouth, MA 02188",Retail,"",3,"","","",,"January 13, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401411,,,,,,
21-350079.3,21-350079.3,Family Dollar-Dollar Tree - Center Point,"1045 Highway 107, CENTER POINT, LA 71323",Retail,Not applicable,"","10,532",1,2022,,"January 12, 2022","February 01, 2022","February 16, 2022","$17,500.00",$0.00,"$12,500.00",x,,,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401263,,,,,,
21-350079.4,21-350079.4,Family Dollar-Dollar Tree - Center Point,"1045 HW 107, CENTER POINT, LA 71323",Retail,"",0,0,"","",,"January 12, 2022",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/401266,,,,,,
21-348984.1,21-348984.1,DaVita Dialysis - Yucca Valley,"56845 Twentynine Palms Highway, YUCCA VALLEY, CA 92284","Retail, office, industrial","","","20,072",1,1971,,"January 04, 2022","January 31, 2022","February 16, 2022","$31,600.00",$0.00,"$92,765.00",x,,x,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/398874,,,,,,
21-348984.2,21-348984.2,DaVita Dialysis - Yucca Valley,"56845 Twentynine Palms Highway, YUCCA VALLEY, CA 92284",Retail,"",1.6,"","","",,"December 27, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/398875,,,,,,
21-350068.2,21-350068.2,Family Dollar-Dollar Tree - St. Joseph,"1101 Plank Road, ST JOSEPH, LA 71366","Retail, office, industrial",Not applicable,"","10,500",1,2021,,"January 11, 2022","January 28, 2022","February 03, 2022","$23,250.00",$0.00,"$15,250.00",x,,,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/400811,,,,,,
21-350068.3,21-350068.3,Family Dollar-Dollar Tree - St. Joseph,"1101 Plank Road, ST JOSEPH, LA 71366",Retail,"",0,0,"","",,"January 11, 2022",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/400849,,,,,,
22-352916.1,22-352916.1,Tractor Supply - Greene,"154 South Chenango Street, GREENE, NY 13778","Retail, office, industrial",Not applicable,"","19,097",1,2021,,"January 06, 2022","January 28, 2022",,"$12,000.00",$0.00,"$37,000.00",x,,x,,,,4,Realty Income Corporation,Tractor Supply 2 Property Portfolio (NY),,https://www.SiteLynx.net/projects/399575,,,,,,
22-352916.2,22-352916.2,Tractor Supply - Carthage,"11131 NY-26, CARTHAGE, NY 13619","Retail, office, industrial",Not applicable,"","19,037",1,2020,,"January 06, 2022","January 27, 2022",,"$3,500.00",$0.00,"$37,000.00",x,,x,,,,4,Realty Income Corporation,Tractor Supply 2 Property Portfolio (NY),,https://www.SiteLynx.net/projects/399583,,,,,,
21-330737.3,21-330737.3,Family Dollar-Dollar Tree - Clay Center,"821 5th Street, CLAY CENTER, KS 67432","Retail, office, industrial","","","10,470",1,2021,,"January 06, 2022","January 27, 2022","February 07, 2022","$9,000.00",$0.00,"$11,000.00",x,,x,,,,8,Realty Income Corporation,,,https://www.SiteLynx.net/projects/399593,,,,,,
22-352741.1,22-352741.1,Family Dollar-Dollar Tree - Edmonton,"102 Greensburg Street, EDMONTON, KY 42129",Retail,Not applicable,"","10,500",1,2021,,"January 05, 2022","January 25, 2022",,"$8,000.00",$0.00,"$16,250.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/399368,,,,,,
21-352256.1,21-352256.1,Wave Car Wash - Kent,"139 Talmadge Road, KENT, OH 44240",Retail,"",0,"","","",,"January 04, 2022",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/398891,,,,,,
22-352674.1,22-352674.1,Family Dollar-Dollar Tree - Licking,"140 West MO 32, LICKING, MO 65542","Retail, office, industrial",Not applicable,"","10,471",1,2021,,"January 04, 2022","January 24, 2022","March 04, 2022","$7,000.00",$0.00,"$32,105.00",x,,x,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/398926,,,,,,
22-352674.2,22-352674.2,Family Dollar - Dollar Tree,"140 West MO 32, LICKING, MO 65542",Retail,"",1.5,"","","",,"January 04, 2022",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/398927,,,,,,
21-320678.3,21-320678.3,Family Dollar - Dollar Tree - Hurley,"6950 MS-614, Hurley   Mississippi 39555",Retail,Not applicable,1.47,"10,557",1,2021,,"May 11, 2021","June 02, 2021","February 08, 2022","$6,500.00",$0.00,"$21,500.00",x,,x,,,,4,Realty Income Corporation,Family Dollar-Dollar Tree 4 Property Portfolio (MS),,https://www.SiteLynx.net/projects/324594,,,,,,
21-320678.7,21-320678.7,Family Dollar - Dollar Tree - Hurley,"6950 MS-614, HURLEY, MS 39555",Retail,"",0,0,"","",,"May 11, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/324600,,,,,,
21-312108.2,21-312108.2,1200 W Lindsey St,"1200 W Lindsey St, NORMAN, OK 73069",Retail,"","","","","",,"December 22, 2021","January 17, 2022","February 18, 2022",,,,,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/396939,,,,,,
22-354367.1,22-354367.1,Gerber - OH 4 PK,"8003 Euclid Ave, MADEIRA, OH 45243",Retail,"",0,0,"","",,"January 17, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/402377,,,,,,
22-354367.2,22-354367.2,Gerber - OH 4 PK,"8849 Columbia Road, MAINEVILLE, OH 45039",Retail,"",0,0,"","",,"January 17, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/402378,,,,,,
22-354367.3,22-354367.3,Gerber - OH 4 PK,"559 W. Main Street, LEBANON, OH 45036",Retail,"",0,0,"","",,"January 17, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/402379,,,,,,
22-354367.4,22-354367.4,Gerber - OH 4 PK,"580 Old State Route 74, CINCINNATI, OH 45244",Retail,"",0,0,"","",,"January 17, 2022",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/402380,,,,,,
21-348983.1,21-348983.1,Sam’s Club - Douglasville,"6995 Concourse Pkwy, DOUGLASVILLE, GA 30134",Retail,Not applicable,"","132,032",One with employee mezzanine,1999,,"December 21, 2021","January 19, 2022","February 16, 2022","$67,450.00",$0.00,"$1,543,112.50",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/396425,,,,,,
21-348983.2,21-348983.2,Sam’s Club - Douglasville,"6995 Concourse Pkwy, DOUGLASVILLE, GA 30134",Retail,"",9.81,"","","",,"December 21, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/396426,,,,,,
21-344197.1,21-344197.1,Tractor Supply - Hanford,"1625 West Hayden Avenue, Hanford, CA 93230",Retail,"","","18,874",1,2015,,"December 20, 2021","January 17, 2022","February 09, 2022",$0.00,$0.00,"$106,800.00",x,,x,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/396173,,,,,,
21-344197.2,21-344197.2,Tractor Supply - Hanford,"1625 West Hayden Avenue, Hanford, CA 93230",Retail,"",2.9,"","","",,"December 20, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/396186,,,,,,
21-351914.1,21-351914.1,Popeyes,"727 Northwest Highway 7, Blue Springs, MO 64015",Retail,"",0.2,2400,"","",,"December 27, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/397374,,,,,,
21-323242.9,21-323242.9,Learning Care - Limerick,"36 West Ridge Pike, LIMERICK, PA 19468",Recreational,"",0,0,"","",,"December 15, 2021","January 13, 2022",,,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/395106,,,,,,
21-347320.1,21-347320.1,Dutch Brothers - Littleton,"7960 South Broadway, LITTLETON, CO 80122",Retail,"",0,0,"","",,"November 17, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/387484,,,,,,
21-327718.1,21-327718.1,Joe Hudson’s Collision Center - Phenix City,"3641 Marketplace Drive, Phenix City, Alabama 36867",Retail,Not applicable,"","8,439",1,2021,,"December 07, 2021","January 11, 2022","January 14, 2022","$19,500.00",$0.00,"$23,440.00",x,,,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/392636,,,,,,
21-327718.2,21-327718.2,Joe Hudson’s Collision Center - Phenix City,"3641 Marketplace Drive, PHENIX CITY, AL 36867",Retail,"",0,0,"","",,"December 07, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/392637,,,,,,
21-350068.1,21-350068.1,Family Dollar-Dollar Tree - St. Joseph,"1101 Plank Road, St. Joseph, LA 71366",Retail,"",0,0,"","",,"December 09, 2021","January 10, 2022","February 03, 2022",,,,,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/393749,,,,,,
21-350079.1,21-350079.1,Family Dollar-Dollar Tree - Dubach,"2021 McMullin Street, DUBACH, LA 71235",Retail,"",0,0,"","",,"December 10, 2021","January 07, 2022",,,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/393799,,,,,,
21-350079.2,21-350079.2,Family Dollar-Dollar Tree - Center Point,"1045 Highway 107, CENTER POINT, LA 71323",Retail,"",0,0,"","",,"December 10, 2021","January 07, 2022","February 16, 2022",,,,,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/393800,,,,,,
21-349742.1,21-349742.1,Belle Tire - Joliet,"1301 Route 59, JOLIET, IL 60432",Retail,"",0,"","","",,"December 07, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/392923,,,,,,
21-337279.5,21-337279.5,Bojangles - Lexington,"1704 Cotton Grove Road, Lexington, NC 27292",Retail,"",1.6,"","","",,"December 06, 2021",,"January 05, 2022",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/392405,,,,,,
21-346859.1,21-346859.1,Lowe’s – Richmond,"2703 Commerce Road, RICHMOND, VA 23234",Retail,"",75.49,"","","",,"December 03, 2021",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/392007,,,,,,
21-346859.2,21-346859.2,Lowe’s – Richmond,"2703 Commerce Road, RICHMOND, VA 23234",Retail,"",75.49,"","","",,"December 03, 2021",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/392008,,,,,,
21-344370.1,21-344370.1,Advance Auto Parts - Everett,"10109 Lincoln Highway, Everett, PA 15537",Retail,"",0.72,4070,One,1998,,"November 24, 2021","December 27, 2021","March 11, 2022","$18,200.00",$0.00,"$83,057.50",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389805,,,,,,
21-344370.2,21-344370.2,Advance Auto Parts - Moore,"1330 North Eastern Avenue, Moore, OK 73160",Retail,"",0.72,7000,One,2006,,"November 24, 2021","December 29, 2021","March 11, 2022","$9,975.00",$0.00,"$125,850.00",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389806,,,,,,
21-344370.3,21-344370.3,Advanced Auto Parts - Nutley,"25 Washington Avenue, Nutley, NJ 07110",Retail,"",0.55,7000,1,2007,,"November 24, 2021","December 29, 2021","March 11, 2022","$5,000.00",$0.00,"$90,072.50",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389807,,,,,,
21-344370.4,21-344370.4,Advance Auto Parts - Oklahoma City,"3217 North May Avenue, Oklahoma City, OK 73112",Retail,"",0.79,6902,One,2006,,"November 24, 2021","December 30, 2021","March 11, 2022","$13,750.00",$0.00,"$128,900.00",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389809,,,,,,
21-344370.5,21-344370.5,Advance Auto Parts - Thurmont,"131 Frederick Road, Thurmont, MD 21788",Retail,"",0.77,6831,1,2014,,"November 24, 2021","December 27, 2021","March 11, 2022","$7,200.00",$0.00,"$10,000.00",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389810,,,,,,
21-344370.6,21-344370.6,Advance Auto Parts - Troy,"722 West Main Street, Troy, OH 45373",Retail,"",0.69,5355,1,1998,,"November 24, 2021","December 29, 2021","March 11, 2022","$6,200.00",$0.00,"$54,291.00",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389811,,,,,,
21-344370.7,21-344370.7,Advance Auto Parts - Shawnee,"1509 North Harrison Street, Shawnee, OK 74804",Retail,"",0.67,6777,One,2007,,"November 24, 2021","December 30, 2021","March 11, 2022","$8,800.00",$0.00,"$104,300.00",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389812,,,,,,
21-344370.8,21-344370.8,Bojangles - Commerce,"30733 US Highway 441, Commerce, GA 30529",Retail,"",1.17,3808,1,2014,,"November 24, 2021","December 29, 2021","February 10, 2022","$6,300.00",$0.00,"$46,610.00",x,,x,,,,7,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389813,,,,,,
21-344370.9,21-344370.9,Bojangles - Harriman,"1917 Roane State Highway, Harriman, TN 37748",Retail,"",1.05,3808,One,2013,,"November 24, 2021","December 29, 2021","March 11, 2022","$10,250.00",$0.00,"$96,605.80",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389814,,,,,,
21-344370.10,21-344370.10,Bojangles - Cornelia,"491 Highway 441, Cornelia, GA 30531",Retail,"",1.2,3809,1,2012,,"November 24, 2021","December 29, 2021","March 11, 2022","$2,000.00",$0.00,"$129,660.00",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389815,,,,,,
21-344370.11,21-344370.11,Bojangles - West Columbia,"2865 Sunset Boulevard, West Columbia, SC 29169",Retail,"",1.28,3808,1,2013,,"November 24, 2021","December 30, 2021","March 11, 2022","$4,700.00",$0.00,"$88,860.00",x,,x,,,,8,Realty Income Corporation,Primax 11-pk,,https://www.SiteLynx.net/projects/389816,,,,,,
21-348990.1,21-348990.1,Belle Tire,"2526 West Jefferson Street, JOLIET, IL 60435",Retail,"",0,0,"","",,"December 03, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/392005,,,,,,
21-339501.1,21-339501.1,Morgan Road Plaza Shopping Center,"4293 South Shades Crest Road, HOOVER, AL 35244","Retail, office, industrial",Not applicable,"","53,083",1 and partial mezzanine,2021,,"November 30, 2021","December 28, 2021","February 28, 2022",$0.00,$0.00,"$82,250.00",x,,x,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/390799,,,,,,
21-339501.2,21-339501.2,Morgan Road Plaza Shopping Center,"4293 South Shades Crest Road, HOOVER, AL 35244",Retail,"",0,0,"","",,"November 30, 2021",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/390800,,,,,,
21-348158.1,21-348158.1,Best Buy Distribution Building,"3019 Columbia Road, RICHFIELD, OH 44281",Industrial,"",0,"","","",,"November 23, 2021",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/389641,,,,,,
21-340783.1,21-340783.1,Exxon; Checkers; Golden Chick,"125 Remington Valley Drive, HOUSTON, TX 77073",Retail,"","","11,123",One-story,2015,,"November 22, 2021","December 20, 2021","February 14, 2022","$5,300.00",$0.00,"$41,250.00",x,,x,,,,5,Realty Income Corporation,,,https://www.SiteLynx.net/projects/388957,,,,,,
21-340783.2,21-340783.2,Texaco; Checkers; Dickey's,"22510 US-59, PORTER, TX 77365",Retail,"","","7,430",One-story with partial mezzanine area for office,2010,,"November 22, 2021","December 20, 2021","March 04, 2022","$26,400.00",$0.00,"$133,181.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/388958,,,,,,
21-340783.3,21-340783.3,Shell; Denny's; Food Court,"17225 A Crosby Freeway, HOUSTON, TX 77049",Retail,"","","11,749",One,2006,,"November 22, 2021","December 20, 2021","February 14, 2022","$204,000.00",$0.00,"$121,150.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/388959,,,,,,
21-346415.1,21-346415.1,Hy-Vee - Davenport,"3019 Rockingham Road, DAVENPORT, IA 52802",Retail,"","","36,229",One with mezzanine,1971,,"November 22, 2021","December 21, 2021","February 10, 2022","$116,400.00",$0.00,"$382,950.00",x,,x,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/389002,,,,,,
21-346415.2,21-346415.2,Hy-Vee - Davenport,"3019 Rockingham Road, DAVENPORT, IA 52802",Retail,"",0,0,"","",,"November 23, 2021",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/389636,,,,,,
21-342574.8,21-342574.8,Dollar General - Mantua,"10600 Main Street, Mantua, OH 44255",Retail,"",0,0,1,2021,,"November 19, 2021","December 20, 2021","December 30, 2021",$0.00,$0.00,"$4,500.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/388465,,,,,,
21-342574.9,21-342574.9,Dollar General - Stoutsville,"7256 Winchester-Southern Road SW, Stoutsville, OH 43154",Retail,"",0,0,1,2021,,"November 19, 2021","December 20, 2021","December 30, 2021","$3,500.00",$0.00,"$5,610.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/388466,,,,,,
21-342574.10,21-342574.10,Dollar General - Petal,"674 Sunrise Road, Petal, MS 39465",Retail,"",0,0,1,2021,,"November 19, 2021","December 20, 2021","December 30, 2021",$0.00,$0.00,"$22,700.00",x,,,,,,6,Realty Income Corporation,,,https://www.SiteLynx.net/projects/388467,,,,,,
